Name,Age,Nationality,Overall,Club,Value,Wage,Preferred Foot,Position,Height,Weight
A. Consigli,31,Italy,82,Sassuolo,€13.5M,€52K,Right,GK,6.2,181
L. Biglia,32,Argentina,82,Milan,€12.5M,€98K,Right,CDM,5.93,139
Dani Alves,35,Brazil,82,Paris Saint-Germain,€4.8M,€62K,Right,RB,5.8,150
David Villa,36,Spain,82,New York City FC,€8M,€12K,Right,ST,5.9,152
Aduriz,37,Spain,82,Athletic Club de Bilbao,€8M,€29K,Right,ST,6.0,172
P. Čech,36,Czech Republic,82,Arsenal,€3M,€60K,Left,GK,6.5,198
Casillas,37,Spain,82,FC Porto,€1.5M,€10K,Left,GK,6.1,185
M. Rashford,20,England,81,Manchester United,€27M,€110K,Right,LW,6.1,154
Laure Santeiro,30,Brazil,81,Fluminense,€17M,€40K,Left,CAM,5.7,139
L. Bailey,20,Jamaica,81,Bayer 04 Leverkusen,€26.5M,€54K,Left,LM,5.93,174
M. Akanji,22,Switzerland,81,Borussia Dortmund,€21M,€49K,Right,LCB,6.2,187
F. de Jong,21,Netherlands,81,Ajax,€26M,€19K,Right,LDM,5.97,154
Nélson Semedo,24,Portugal,81,FC Barcelona,€20M,€125K,Right,RB,5.93,148
Pablo Fornals,22,Spain,81,Villarreal CF,€24M,€36K,Right,CAM,5.93,148
Fabián,22,Spain,81,Napoli,€26M,€64K,Left,LM,6.2,154
E. Bailly,24,Ivory Coast,81,Manchester United,€21M,€105K,Right,CB,6.1,170
Dani Ceballos,21,Spain,81,Real Madrid,€25M,€120K,Right,LCM,5.93,154
H. Lozano,22,Mexico,81,PSV,€24M,€22K,Right,LS,5.9,154
Morales,30,Spain,81,Levante UD,€17M,€33K,Right,LS,5.97,154
J. Seri,26,Ivory Coast,81,Fulham,€20.5M,€73K,Right,LDM,5.7,161
M. Politano,24,Italy,81,Inter,€22.5M,€57K,Left,RM,5.7,148
M. Brozović,25,Croatia,81,Inter,€18.5M,€64K,Right,LDM,5.97,150
Williams,24,Spain,81,Athletic Club de Bilbao,€24.5M,€31K,Right,LW,6.1,174
A. Correa,23,Argentina,81,Atlético Madrid,€24.5M,€54K,Right,RM,5.7,150
A. Christensen,22,Denmark,81,Chelsea,€21.5M,€91K,Right,LCB,6.2,179
João Mário,25,Portugal,81,Inter,€22.5M,€71K,Right,CAM,5.93,161
T. Strakosha,23,Albania,81,Lazio,€17M,€36K,Right,GK,6.4,172
E. Hysaj,24,Albania,81,Napoli,€20M,€58K,Right,RB,6.0,154
P. Zieliński,24,Poland,81,Napoli,€24.5M,€64K,Right,RCM,5.97,165
Ricardo Pereira,24,Portugal,81,Leicester City,€19M,€64K,Right,RB,5.9,154
Grimaldo,22,Spain,81,SL Benfica,€20.5M,€14K,Left,LB,5.7,152
R. Guerreiro,24,Portugal,81,Borussia Dortmund,€24M,€54K,Left,LM,5.7,157
A. Doucouré,25,France,81,Watford,€19.5M,€60K,Right,RDM,6.0,168
J. Martínez,25,Venezuela,81,Atlanta United,€22.5M,€14K,Right,LS,5.7,152
C. Bacca,31,Colombia,81,Villarreal CF,€16M,€45K,Right,LS,5.97,170
A. Plea,25,France,81,Borussia Mönchengladbach,€22M,€40K,Right,LW,5.97,174
B. Davies,25,Wales,81,Tottenham Hotspur,€18.5M,€87K,Left,LB,6.0,168
M. Nastasić,25,Serbia,81,FC Schalke 04,€18.5M,€36K,Left,LCB,6.2,183
A. Milik,24,Poland,81,Napoli,€25.5M,€71K,Left,CF,6.1,172
M. Sabitzer,24,Austria,81,RB Leipzig,€22.5M,€54K,Right,LM,5.93,170
B. Mendy,23,France,81,Manchester City,€20M,€105K,Left,LB,6.1,187
C. Kramer,27,Germany,81,Borussia Mönchengladbach,€17M,€35K,Right,CDM,6.3,168
S. Vrsaljko,26,Croatia,81,Inter,€18M,€57K,Right,RB,5.97,168
T. Hazard,25,Belgium,81,Borussia Mönchengladbach,€21.5M,€40K,Right,RW,5.9,152
K. Bellarabi,28,Germany,81,Bayer 04 Leverkusen,€18M,€76K,Right,RM,6.0,179
S. Zaza,27,Italy,81,Torino,€21M,€48K,Left,RS,6.1,185
F. Ghoulam,27,Algeria,81,Napoli,€16.5M,€68K,Left,LB,6.0,176
B. Lecomte,27,France,81,Montpellier HSC,€15M,€27K,Left,GK,6.1,172
J. Iličić,30,Slovenia,81,Atalanta,€17M,€41K,Left,CAM,6.3,174
K. Volland,25,Germany,81,Bayer 04 Leverkusen,€22M,€76K,Left,ST,5.93,187
Paco Alcácer,24,Spain,81,Borussia Dortmund,€23.5M,€59K,Right,ST,5.9,159
Vitolo,28,Spain,81,Atlético Madrid,€18M,€65K,Right,LM,6.1,174
G. Xhaka,25,Switzerland,81,Arsenal,€22M,€115K,Left,LDM,6.1,181
D. Tadić,29,Serbia,81,Ajax,€17.5M,€26K,Left,LAM,5.97,168
C. Aránguiz,29,Chile,81,Bayer 04 Leverkusen,€17M,€76K,Right,LDM,5.7,154
S. Verdi,25,Italy,81,Napoli,€19.5M,€77K,Left,RW,5.7,134
D. Lovren,28,Croatia,81,Liverpool,€16M,€115K,Right,RCB,6.2,185
G. Medel,30,Chile,81,Beşiktaş JK,€13M,€56K,Right,RCB,5.7,143
X. Shaqiri,26,Switzerland,81,Liverpool,€19M,€130K,Left,CAM,5.7,159
J. Corona,25,Mexico,81,FC Porto,€21.5M,€18K,Right,RM,5.8,137
A. Areola,25,France,81,Paris Saint-Germain,€16.5M,€61K,Right,GK,6.5,207
K. Vogt,26,Germany,81,TSG 1899 Hoffenheim,€17.5M,€42K,Right,CB,6.4,187
Ander Herrera,28,Spain,81,Manchester United,€17.5M,€140K,Right,CM,6.0,154
E. Salvio,27,Argentina,81,SL Benfica,€18.5M,€19K,Right,RW,5.8,170
S. El Shaarawy,25,Italy,81,Roma,€21M,€77K,Right,LM,5.93,159
C. Smalling,28,England,81,Manchester United,€16M,€130K,Right,RCB,6.4,179
Hulk,31,Brazil,81,Shanghai SIPG FC,€15.5M,€25K,Left,RCM,5.97,187
S. Kagawa,29,Japan,81,Borussia Dortmund,€17.5M,€65K,Right,CAM,5.9,150
M. Lanzini,25,Argentina,81,West Ham United,€23M,€90K,Right,CAM,5.6,130
F. Smolov,28,Russia,81,Lokomotiv Moscow,€18.5M,€1K,Right,ST,6.2,176
L. Stindl,29,Germany,81,Borussia Mönchengladbach,€18M,€43K,Right,CF,5.97,176
O. Toprak,28,Turkey,81,Borussia Dortmund,€16M,€59K,Right,CB,6.1,183
D. Perotti,29,Argentina,81,Roma,€17.5M,€84K,Right,LW,5.93,154
F. Muslera,32,Uruguay,81,Galatasaray SK,€10M,€52K,Right,GK,6.3,163
B. Höwedes,30,Germany,81,Lokomotiv Moscow,€13M,€1K,Right,RCB,6.2,170
S. Kjær,29,Denmark,81,Sevilla FC,€14M,€23K,Right,RCB,6.2,185
S. Bender,29,Germany,81,Bayer 04 Leverkusen,€14M,€69K,Right,LCB,6.1,176
M. Valbuena,33,France,81,Fenerbahçe SK,€11M,€86K,Right,LM,5.6,139
Pedro León,31,Spain,81,SD Eibar,€15.5M,€32K,Right,RM,6.0,161
K. Boateng,31,Ghana,81,Sassuolo,€15M,€65K,Right,CM,6.1,190
L. Piszczek,33,Poland,81,Borussia Dortmund,€7M,€57K,Right,RB,6.0,174
A. Candreva,31,Italy,81,Inter,€15.5M,€74K,Right,RM,5.97,154
D. Wass,29,Denmark,81,Valencia CF,€17M,€46K,Right,RB,5.97,163
E. Lamela,26,Argentina,81,Tottenham Hotspur,€21M,€105K,Left,RM,6.0,176
D. Rose,27,England,81,Tottenham Hotspur,€14.5M,€92K,Left,LB,5.9,168
C. Vela,29,Mexico,81,Los Angeles FC,€17.5M,€15K,Left,RW,5.93,170
Renato Augusto,30,Brazil,81,Beijing Sinobo Guoan FC,€16.5M,€28K,Right,LCM,6.1,190
A. Valencia,32,Ecuador,81,Manchester United,€10M,€120K,Right,RM,5.97,183
L. Fabiański,33,Poland,81,West Ham United,€9M,€70K,Right,GK,6.3,183
João Moutinho,31,Portugal,81,Wolverhampton Wanderers,€15M,€85K,Right,RCM,5.7,134
Borja Valero,33,Spain,81,Inter,€11M,€74K,Right,CAM,5.9,161
F. Quagliarella,35,Italy,81,Sampdoria,€8M,€39K,Right,RS,5.97,174
B. Gomis,32,France,81,Al Hilal,€14M,€56K,Right,ST,6.0,170
Manuel Fernandes,32,Portugal,81,Lokomotiv Moscow,€14M,€1K,Right,LM,5.9,165
H. Herrera,28,Mexico,81,FC Porto,€17.5M,€20K,Right,CM,6.0,159
Raffael,33,Brazil,81,Borussia Mönchengladbach,€11M,€41K,Right,CF,5.9,152
Nani,31,Portugal,81,Sporting CP,€15.5M,€19K,Right,LM,5.93,150
J. Milner,32,England,81,Liverpool,€13.5M,€120K,Right,CM,5.9,154
J. Mathieu,34,France,81,Sporting CP,€5.5M,€18K,Left,LCB,6.2,185
Joaquín,36,Spain,81,Real Betis,€6M,€24K,Right,LS,5.93,165
M. Gómez,21,Uruguay,80,RC Celta,€20.5M,€25K,Right,ST,6.1,185
K. Havertz,19,Germany,80,Bayer 04 Leverkusen,€22M,€32K,Left,CAM,6.2,183
T. Ndombele,21,France,80,Olympique Lyonnais,€22.5M,€51K,Right,CM,5.97,168
H. Aouar,20,France,80,Olympique Lyonnais,€23.5M,€51K,Right,LM,5.9,154
Carlos Soler,21,Spain,80,Valencia CF,€21M,€31K,Right,RM,5.97,168
Odriozola,22,Spain,80,Real Madrid,€18.5M,€115K,Right,RB,5.9,146
M. Almirón,24,Paraguay,80,Atlanta United,€19.5M,€11K,Left,CAM,5.9,139
Welington Dano,30,Brazil,80,Cruzeiro,€10.5M,€34K,Left,LB,5.93,152
Everton Andrão,34,Brazil,80,Fluminense,€4.5M,€34K,Right,CDM,5.93,165
Oyarzabal,21,Spain,80,Real Sociedad,€21M,€29K,Left,CAM,5.97,172
F. Balbuena,26,Paraguay,80,West Ham United,€15.5M,€80K,Right,RCB,6.2,187
M. Marega,27,Mali,80,FC Porto,€16M,€19K,Right,RS,6.1,183
B. Pavard,22,France,80,VfB Stuttgart,€17.5M,€33K,Right,RB,6.1,168
W. Ndidi,21,Nigeria,80,Leicester City,€17M,€50K,Right,LDM,6.0,163
A. Onana,22,Cameroon,80,Ajax,€14.5M,€14K,Right,GK,6.2,205
G. Lo Celso,22,Argentina,80,Real Betis,€20M,€72K,Left,RCM,5.9,154
M. Acuña,26,Argentina,80,Sporting CP,€12.5M,€16K,Left,LB,5.8,152
Rúben Neves,21,Portugal,80,Wolverhampton Wanderers,€20.5M,€59K,Right,LCM,5.97,176
Mariano,24,Dominican Republic,80,Real Madrid,€20M,€140K,Right,ST,5.97,168
Raúl,28,Brazil,80,SC Braga,€12M,€19K,Left,CB,6.2,179
M. Caldara,24,Italy,80,Milan,€17.5M,€73K,Right,CB,6.2,176
M. Vecino,26,Uruguay,80,Inter,€14.5M,€63K,Right,LM,6.2,179
T. Bakayoko,23,France,80,Milan,€17M,€85K,Right,LCM,6.2,187
M. Dahoud,22,Germany,80,Borussia Dortmund,€20M,€50K,Right,CM,5.93,150
Rafa,25,Portugal,80,SL Benfica,€18.5M,€17K,Right,RW,5.8,146
K. Baldé,23,Senegal,80,Inter,€20M,€65K,Right,RM,5.97,176
G. Rulli,26,Argentina,80,Real Sociedad,€14M,€26K,Right,GK,6.2,185
F. Armani,31,Argentina,80,River Plate,€9M,€22K,Right,GK,6.2,194
Rony Lopes,22,Portugal,80,AS Monaco,€20M,€65K,Left,RM,5.9,150
Santi Mina,22,Spain,80,Valencia CF,€20M,€40K,Right,LS,5.97,170
K. Demirbay,24,Germany,80,TSG 1899 Hoffenheim,€19.5M,€37K,Left,RCM,6.0,159
Gayà,23,Spain,80,Valencia CF,€16.5M,€33K,Left,LB,5.8,146
André Gomes,24,Portugal,80,Everton,€19.5M,€130K,Right,LDM,6.2,185
N. Tagliafico,25,Argentina,80,Ajax,€15M,€20K,Left,LB,5.7,143
M. Sanson,23,France,80,Olympique de Marseille,€19.5M,€47K,Right,RDM,5.97,161
Pacheco,26,Spain,80,Deportivo Alavés,€13M,€23K,Left,GK,6.1,179
E. Can,24,Germany,80,Juventus,€19.5M,€91K,Right,CM,6.0,181
H. Çalhanoğlu,24,Turkey,80,Milan,€19.5M,€89K,Right,CAM,5.93,168
M. Ginter,24,Germany,80,Borussia Mönchengladbach,€15.5M,€28K,Right,RWB,6.2,183
M. Keane,25,England,80,Everton,€15.5M,€88K,Right,RCB,6.3,181
L. Paredes,24,Argentina,80,,€0,€0,Right,CM,5.97,165
T. Stepanenko,28,Ukraine,80,Shakhtar Donetsk,€12M,€1K,Left,RDM,5.97,168
L. Shaw,22,England,80,Manchester United,€16.5M,€96K,Left,LB,5.97,165
Z. Feddal,28,Morocco,80,Real Betis,€12M,€29K,Left,CB,6.3,183
S. Haller,24,France,80,Eintracht Frankfurt,€19M,€41K,Right,RS,6.3,201
Bernard,25,Brazil,80,Everton,€17.5M,€97K,Right,LM,5.5,132
T. Inui,30,Japan,80,Real Betis,€14M,€30K,Right,LM,5.7,139
Portu,26,Spain,80,Girona FC,€17.5M,€37K,Right,RM,5.93,154
M. Batshuayi,24,Belgium,80,Valencia CF,€19.5M,€105K,Right,ST,6.1,172
E. Zahavi,30,Israel,80,Guangzhou R&F; FC,€14.5M,€24K,Right,LS,6.0,157
T. Vaclík,29,Czech Republic,80,Sevilla FC,€11.5M,€17K,Right,GK,6.2,187
N. Pope,26,England,80,Burnley,€13M,€48K,Right,GK,6.7,168
Héctor Bellerín,23,Spain,80,Arsenal,€16.5M,€85K,Right,RB,5.93,163
P. Kadeřábek,26,Czech Republic,80,TSG 1899 Hoffenheim,€14M,€39K,Right,RWB,6.0,179
J. Butland,25,England,80,Stoke City,€14M,€39K,Right,GK,6.5,209
J. Vestergaard,25,Denmark,80,Southampton,€14.5M,€51K,Right,CB,6.6,216
J. Tarkowski,25,England,80,Burnley,€15.5M,€56K,Right,RCB,6.4,179
Deulofeu,24,Spain,80,Watford,€18.5M,€56K,Right,RS,5.93,161
E. Dier,24,England,80,Tottenham Hotspur,€16.5M,€73K,Right,CDM,6.2,198
J. Murillo,26,Colombia,80,Valencia CF,€16M,€38K,Right,LCB,6.0,172
M. Badelj,29,Croatia,80,Lazio,€11.5M,€53K,Right,CDM,6.1,176
Ismaily,28,Brazil,80,Shakhtar Donetsk,€11.5M,€1K,Left,LB,5.93,181
N. Schulz,25,Germany,80,TSG 1899 Hoffenheim,€14.5M,€37K,Left,LWB,5.97,172
L. Digne,24,France,80,Everton,€16M,€79K,Left,LB,5.93,163
M. Uth,26,Germany,80,FC Schalke 04,€17.5M,€42K,Left,ST,6.1,159
Cristian Tello,26,Spain,80,Real Betis,€16M,€30K,Right,LM,5.93,143
D. Vida,29,Croatia,80,Beşiktaş JK,€11.5M,€55K,Right,LCB,6.0,168
L. Muriel,27,Colombia,80,Sevilla FC,€17.5M,€24K,Right,ST,5.93,174
V. Aboubakar,26,Cameroon,80,FC Porto,€18M,€19K,Right,ST,6.0,181
A. Oxlade-Chamberlain,24,England,80,Liverpool,€19.5M,€94K,Right,CM,5.9,154
S. Aurier,25,Ivory Coast,80,Tottenham Hotspur,€15.5M,€82K,Right,RB,5.9,168
J. Matip,26,Cameroon,80,Liverpool,€15M,€99K,Right,CB,6.4,198
Y. Rakitskyi,28,Ukraine,80,Shakhtar Donetsk,€12M,€1K,Left,LCB,6.1,183
Sergi Enrich,28,Spain,80,SD Eibar,€15.5M,€34K,Right,RS,5.97,170
A. Yarmolenko,28,Ukraine,80,West Ham United,€15M,€92K,Left,RM,6.3,183
Hugo Mallo,27,Spain,80,RC Celta,€13.5M,€27K,Right,RB,5.9,159
André Almeida,27,Portugal,80,SL Benfica,€12M,€15K,Right,RB,6.1,176
D. Didavi,28,Germany,80,VfB Stuttgart,€15M,€44K,Left,CAM,5.97,170
R. Rodríguez,25,Switzerland,80,Milan,€15.5M,€81K,Left,LB,5.97,170
R. Pereyra,27,Argentina,80,Watford,€15.5M,€65K,Right,LM,6.0,170
Mario Gaspar,27,Spain,80,Villarreal CF,€12M,€35K,Right,RB,6.0,163
Maicon,29,Brazil,80,Galatasaray SK,€11.5M,€63K,Right,CB,6.3,196
D. Blind,28,Netherlands,80,Ajax,€12M,€22K,Left,LB,5.97,159
J. Zoet,27,Netherlands,80,PSV,€12.5M,€16K,Right,GK,6.2,194
A. Ljajić,26,Serbia,80,Beşiktaş JK,€17.5M,€52K,Right,CAM,6.0,163
Canales,27,Spain,80,Real Betis,€15.5M,€30K,Left,RCM,5.97,163
Iago Falqué,28,Spain,80,Torino,€15M,€59K,Left,RW,5.9,152
L. de Jong,27,Netherlands,80,PSV,€16M,€23K,Right,ST,6.2,190
Guaita,31,Spain,80,Crystal Palace,€9M,€48K,Right,GK,6.3,176
Muniain,25,Spain,80,Athletic Club de Bilbao,€18.5M,€31K,Right,CAM,5.7,139
Susaeta,30,Spain,80,Athletic Club de Bilbao,€14M,€33K,Right,RW,5.93,150
S. Rudy,28,Germany,80,FC Schalke 04,€12M,€37K,Right,CDM,5.93,163
K. Trapp,27,Germany,80,Eintracht Frankfurt,€11.5M,€61K,Right,GK,6.2,190
V. Wanyama,27,Kenya,80,Tottenham Hotspur,€14.5M,€86K,Right,CDM,6.0,192
N. Nkoulou,28,Cameroon,80,Torino,€12M,€50K,Right,CB,6.0,170
R. Boudebouz,28,Algeria,80,Real Betis,€15M,€31K,Left,CAM,5.93,163
Camacho,28,Spain,80,VfL Wolfsburg,€13.5M,€51K,Right,CDM,6.0,165
S. Ulreich,29,Germany,80,FC Bayern München,€10M,€61K,Right,GK,6.4,185
M. Musacchio,27,Argentina,80,Milan,€12.5M,€85K,Right,RCB,5.97,161
C. Stuani,31,Uruguay,80,Girona FC,€13.5M,€41K,Right,ST,6.1,159
P. Gulácsi,28,Hungary,80,RB Leipzig,€10.5M,€45K,Right,GK,6.4,190
Bruno,34,Spain,80,Villarreal CF,€7M,€39K,Left,CM,6.0,161
F. Delph,28,England,80,Manchester City,€11.5M,€120K,Left,LB,5.9,172
A. Lallana,30,England,80,Liverpool,€13.5M,€110K,Right,CM,5.93,161
Marcelo,31,Brazil,80,Olympique Lyonnais,€10M,€64K,Right,RCB,6.3,187
S. Coleman,29,Republic of Ireland,80,Everton,€11M,€97K,Right,RWB,5.93,148
Alexandre Pato,28,Brazil,80,Tianjin Quanjian FC,€15.5M,€35K,Right,ST,5.97,179
Antunes,31,Portugal,80,Getafe CF,€9.5M,€27K,Left,LB,5.9,152
Nacho Monreal,32,Spain,80,Arsenal,€8M,€99K,Left,LB,5.93,159
Beñat,31,Spain,80,Athletic Club de Bilbao,€12.5M,€30K,Right,LCM,5.93,168
A. Fernández,32,Argentina,80,Beijing Renhe FC,€11M,€20K,Right,LDM,5.93,161
K. Gameiro,31,France,80,Valencia CF,€13.5M,€45K,Right,ST,5.8,154
I. Piatti,33,Argentina,80,Montreal Impact,€9M,€13K,Right,LW,5.97,168
V. Birsa,31,Slovenia,80,Chievo Verona,€13M,€23K,Left,CAM,6.0,179
S. Romero,31,Argentina,80,Manchester United,€9M,€91K,Right,GK,6.4,192
D. Criscito,31,Italy,80,Genoa,€10M,€21K,Left,LCB,6.0,165
D. Valeri,32,Argentina,80,Portland Timbers,€11.5M,€12K,Right,RF,5.93,165
D. Sturridge,28,England,80,Liverpool,€15.5M,€125K,Left,ST,5.97,168
Raúl García,31,Spain,80,Athletic Club de Bilbao,€13M,€30K,Right,CAM,6.0,185
S. Defour,30,Belgium,80,Burnley,€13.5M,€65K,Right,LCM,5.9,159
M. Škrtel,33,Slovakia,80,Fenerbahçe SK,€6M,€68K,Right,LCB,6.3,179
S. Radu,31,Romania,80,Lazio,€10M,€51K,Left,LCB,6.0,174
G. Cahill,32,England,80,Chelsea,€8.5M,€99K,Right,CB,6.4,194
L. Diarra,33,France,80,Paris Saint-Germain,€6M,€75K,Right,CDM,5.9,163
L. Perrin,32,France,80,AS Saint-Étienne,€8.5M,€37K,Right,RCB,5.97,176
Dante,34,Brazil,80,OGC Nice,€4.5M,€37K,Left,CB,6.2,187
A. Granqvist,33,Sweden,80,,€0,€0,Right,LCB,6.4,185
A. Gignac,32,France,80,Tigres U.A.N.L.,€12M,€70K,Right,ST,6.2,201
M. Gómez,32,Germany,80,VfB Stuttgart,€12M,€46K,Right,LS,6.2,196
I. Akinfeev,32,Russia,80,PFC CSKA Moscow,€8.5M,€1K,Right,GK,6.1,172
I. Denisov,34,Russia,80,Lokomotiv Moscow,€4.5M,€1K,Right,RDM,5.9,154
Juanfran,33,Spain,80,Atlético Madrid,€5.5M,€53K,Right,RB,5.97,157
Diego López,36,Spain,80,RCD Espanyol,€2M,€17K,Right,GK,6.5,196
Santi Cazorla,33,Spain,80,Villarreal CF,€8.5M,€39K,Right,LCM,5.6,146
Jesús Navas,32,Spain,80,Sevilla FC,€11.5M,€22K,Right,RM,5.7,132
J. Mascherano,34,Argentina,80,Hebei China Fortune FC,€4.5M,€20K,Right,LDM,5.9,161
A. Mirante,34,Italy,80,Roma,€6M,€51K,Right,GK,6.4,174
D. Srna,36,Croatia,80,Cagliari,€1.7M,€27K,Right,RB,5.93,172
B. Schweinsteiger,33,Germany,80,Chicago Fire,€6M,€11K,Right,LCB,6.0,174
Moyá,34,Spain,80,Real Sociedad,€6M,€26K,Right,GK,6.2,183
W. Rooney,32,England,80,DC United,€12M,€13K,Right,ST,5.9,183
Fernando Torres,34,Spain,80,Sagan Tosu,€8M,€10K,Right,LS,6.1,174
S. Sorrentino,39,Italy,80,Chievo Verona,€1M,€10K,Right,GK,6.1,187
V. Tsygankov,20,Ukraine,79,Dynamo Kyiv,€18M,€1K,Left,RM,5.93,152
Rúben Dias,21,Portugal,79,SL Benfica,€15M,€10K,Right,RCB,6.1,181
David Neres,21,Brazil,79,Ajax,€18M,€18K,Left,RW,5.9,146
Raphinha,21,Brazil,79,Sporting CP,€18M,€13K,Left,RM,5.9,150
A. Harit,21,Morocco,79,FC Schalke 04,€18M,€27K,Right,LCM,5.97,148
Richarlison,21,Brazil,79,Everton,€18M,€79K,Right,ST,5.97,154
L. Martínez,20,Argentina,79,Inter,€18M,€54K,Right,ST,5.9,174
F. Kessié,21,Ivory Coast,79,Milan,€19.5M,€24K,Right,CM,6.0,168
Luimo Boas Santos,30,Brazil,79,Santos,€12M,€26K,Right,ST,5.9,161
Gabri Prestão,26,Brazil,79,Internacional,€9M,€24K,Right,GK,6.1,176
Melvin Parrela,30,Brazil,79,América FC (Minas Gerais),€9.5M,€20K,Right,LCM,6.2,194
Antônio Chiamuloira,30,Brazil,79,Internacional,€9.5M,€30K,Left,CB,6.0,174
Maikel Catarino,34,Brazil,79,Atlético Mineiro,€3.6M,€38K,Right,RB,5.93,165
A. Lunev,26,Russia,79,,€0,€0,Right,GK,6.2,176
André Silva,22,Portugal,79,Sevilla FC,€19M,€84K,Right,ST,6.1,174
C. Pulisic,19,United States,79,Borussia Dortmund,€18M,€26K,Right,RM,5.93,152
M. Dmitrović,26,Serbia,79,SD Eibar,€10M,€21K,Left,GK,6.4,198
L. Tousart,21,France,79,Olympique Lyonnais,€14.5M,€43K,Right,RDM,6.1,183
Marcos Llorente,23,Spain,79,Real Madrid,€16M,€110K,Right,CDM,6.0,161
B. Verbič,24,Slovenia,79,Dynamo Kyiv,€15.5M,€1K,Right,LM,5.93,154
S. Bergwijn,20,Netherlands,79,PSV,€18M,€17K,Right,LW,5.93,172
A. Diallo,22,France,79,Borussia Dortmund,€15M,€43K,Left,LCB,6.1,174
A. Golovin,22,Russia,79,AS Monaco,€17M,€61K,Right,CAM,5.97,152
M. Campaña,29,Uruguay,79,Independiente,€10M,€21K,Right,GK,6.1,165
C. Pavón,22,Argentina,79,Boca Juniors,€17.5M,€27K,Right,RW,5.9,172
K. Toko-Ekambi,25,Cameroon,79,Villarreal CF,€15M,€38K,Right,LS,6.1,163
Granell,29,Spain,79,Girona FC,€12M,€37K,Left,LWB,5.9,154
F. Cervi,24,Argentina,79,SL Benfica,€17M,€15K,Left,LW,5.5,137
J. Weigl,22,Germany,79,Borussia Dortmund,€14.5M,€43K,Right,CDM,6.1,159
V. Lindelöf,23,Sweden,79,Manchester United,€14.5M,€91K,Right,CB,6.2,176
A. Rebić,24,Croatia,79,Eintracht Frankfurt,€16M,€39K,Right,CAM,6.1,172
A. Sanabria,22,Paraguay,79,Real Betis,€17.5M,€27K,Right,ST,5.97,163
R. Battaglia,26,Argentina,79,Sporting CP,€14.5M,€17K,Right,CM,6.2,174
M. Philipp,24,Germany,79,Borussia Dortmund,€17M,€53K,Right,ST,6.0,174
A. Saint-Maximin,21,France,79,OGC Nice,€18M,€31K,Right,RS,5.8,148
D. Zappacosta,26,Italy,79,Chelsea,€12.5M,€94K,Right,RB,6.0,159
L. Alario,25,Argentina,79,Bayer 04 Leverkusen,€16M,€67K,Right,ST,6.0,172
D. Benedetto,28,Argentina,79,Boca Juniors,€13M,€32K,Right,ST,5.93,176
I. Marcone,28,Argentina,79,Cruz Azul,€11.5M,€31K,Right,RDM,6.0,183
J. Gbamin,22,Ivory Coast,79,1. FSV Mainz 05,€14.5M,€26K,Right,RCM,6.1,183
J. Lerma,23,Colombia,79,Bournemouth,€14.5M,€55K,Right,RCM,5.93,154
Ricardo Horta,23,Portugal,79,SC Braga,€17M,€16K,Right,LM,5.8,139
R. Zobnin,24,Russia,79,Spartak Moscow,€15M,€1K,Right,LDM,6.0,165
M. Meyer,22,Germany,79,Crystal Palace,€16M,€53K,Right,LM,5.8,150
Bruma,23,Portugal,79,RB Leipzig,€16.5M,€48K,Right,LW,5.8,154
R. Centurión,25,Argentina,79,Racing Club,€15.5M,€25K,Right,RM,5.9,163
Jonny,24,Spain,79,Wolverhampton Wanderers,€13.5M,€43K,Right,LWB,5.7,154
Otávio,23,Brazil,79,FC Porto,€17.5M,€15K,Right,RM,5.8,157
J. Hofmann,25,Germany,79,Borussia Mönchengladbach,€15M,€32K,Right,CAM,5.9,154
N. Aké,23,Netherlands,79,Bournemouth,€14.5M,€55K,Left,CB,5.97,165
J. Hector,28,Germany,79,1. FC Köln,€10M,€26K,Left,LWB,6.1,165
S. Kolašinac,25,Bosnia Herzegovina,79,Arsenal,€13M,€89K,Left,LB,6.0,187
G. Pizarro,28,Argentina,79,Tigres U.A.N.L.,€10M,€58K,Right,LDM,6.1,163
Roger,27,Spain,79,Levante UD,€14.5M,€32K,Right,RS,5.93,163
Sergio Rico,24,Spain,79,Fulham,€11.5M,€13K,Right,GK,6.4,194
L. Milivojević,27,Serbia,79,Crystal Palace,€12.5M,€56K,Right,RCM,6.1,176
D. Baselli,26,Italy,79,Torino,€15.5M,€49K,Right,CDM,6.0,154
K. Rekik,23,Netherlands,79,Hertha BSC,€14M,€26K,Left,CB,6.1,174
Denis Suárez,24,Spain,79,FC Barcelona,€17.5M,€120K,Right,CM,5.9,152
W. Orban,25,Hungary,79,RB Leipzig,€13M,€48K,Right,RCB,6.1,183
Mário Rui,27,Portugal,79,Napoli,€11.5M,€60K,Left,LB,5.7,148
Iñigo Martínez,27,Spain,79,Athletic Club de Bilbao,€12M,€26K,Left,LCB,6.0,170
K. Zouma,23,France,79,Everton,€14M,€80K,Right,CB,6.3,212
Roque Mesa,29,Spain,79,Sevilla FC,€10M,€20K,Right,CDM,5.7,163
J. Brooks,25,United States,79,VfL Wolfsburg,€14M,€44K,Left,LCB,6.4,172
L. Karius,25,Germany,79,Beşiktaş JK,€11.5M,€71K,Right,GK,6.2,192
Zé Luís,27,Cape Verde,79,Spartak Moscow,€14.5M,€1K,Left,ST,6.0,194
D. Klaassen,25,Netherlands,79,SV Werder Bremen,€15M,€32K,Right,LCM,5.93,154
